1.2472149238305359e-11, 1.1934468789639482e-12
7.389868648104822e-11, 2.694111105525569e-12
1.994276833493568e-10, 4.7018145665488624e-12
3.870950997930593e-10, 4.138402680166999e-12
4.567020442247332e-10, 4.705624060407145e-12
8.502957253059295e-10, 4.511382467587777e-12
2.0283964818383826e-9, 5.591596910241878e-12
4.1032317517094554e-9, 5.136793065649337e-12
8.30433522085217e-9, 3.977065757496051e-12
4.358211829864244e-8, 3.0820378158401396e-12
8.816202020212152e-8, 2.8313540361749386e-12
9.349653875242645e-7, 2.961883607757367e-12
0.0000018150106165455398, 2.4978356481880933e-12
